Star,FeO,Na2O,MgO,Al2O3,SiO2,CaO,TiO2,Cr2O3
2M19481670+4031304,8.17182468966662,0.2579949116762523,39.438097821805925,2.4626172946038953,46.39226523864615,3.1515953882606764,0.12560465534048856,0.0
2M19040872+4936522,6.777777814861081,0.494100754922649,33.39428126421289,2.8688919950049763,54.46233691552374,1.9521608504860197,0.050450404988642804,0.0
2M18590868+4825236
2M19441136+4244348,7.304896321029665,0.346115218346627,34.64940045728911,3.9403994194958414,50.86828202316354,2.8477232791849394,0.04318328149028599,0.0
2M19220642+3808347,7.523110562183653,0.3094343076559479,35.95694318960071,3.47826114955899,49.96616914743899,2.613844151434645,0.1522374921270652,0.0
2M19342609+4211516
2M19283191+4132511
2M19313914+4103393
2M19312961+4257580,7.264853698031611,0.43493886161889117,34.716947057153426,4.455003429495273,50.4980406225213,2.5332588520440678,0.09695747913542942,0.0
2M19491018+4958538
2M19342205+4105425,8.612096636688158,0.4781168516447016,38.387726391820145,5.620080909699665,41.578111851575535,5.070087919222532,0.253779439349267,0.0
2M19342073+4255440,6.569428715362728,0.5200029956821602,30.301059190778055,5.3010752044133795,54.18426199942476,3.003830881242257,0.12034101309665718,0.0
2M19253263+4159249,7.638042176259864,0.32024619038776825,38.66593122322228,3.447003431713918,47.21726794889064,2.618054315123051,0.09345471440248597,0.0
2M19052120+4844387,7.480290554977377,0.3470722016528093,37.6346051187933,3.1993988985404607,48.808065875532094,2.4277909216763973,0.10277642882754741,0.0
2M18561431+4431052
2M19284485+4143373,7.654639568926641,0.35964721161962615,36.91886748092795,4.822005337747919,47.37808210867767,2.7398220635342514,0.12693622856594905,0.0
2M19353364+4231408
2M19284107+4054587,7.0312760650444,0.5835853793034304,33.77343392783118,9.673818536587989,45.9110867989574,2.9483041610284477,0.07849513124716141,0.0
2M19284793+4202459
2M19405434+5033323,8.605312516917584,0.47496469533100333,41.23792298691541,3.327332803492529,41.474428536307656,4.397962731286438,0.48207572974937163,0.0
2M19505021+4804508,7.806675913030643,0.4543334661224625,37.74188367828171,3.834702482176295,46.74408064746697,3.190903725059794,0.22742008786212617,0.0
2M19174175+4643342,8.433075297305482,0.2567160875303006,41.6719159503175,2.831504056108206,43.46611856140035,3.1398124936749365,0.2008575536632421,0.0
2M19343286+4249298,8.233921921465615,0.30591033310169485,39.720129361970464,3.4050388120097446,44.486884729014,3.660956652810897,0.1871581896275946,0.0
2M19364610+3937084,7.794035648043673,0.3894146456446295,37.54978467810407,4.1597100983313275,46.97235580267244,3.0426330965200843,0.09206603068377013,0.0
2M19240775+4902249,5.736609006335916,6.058615206299412e-05,52.34932121695351,0.000531083714025691,41.59326575056797,0.32020003092665245,1.2325349852063524e-05,0.0
2M19063321+3929164,7.602212545788692,0.48461278391479956,37.00833467963698,3.4423544119775467,48.4858332892381,2.803347846933948,0.17330444250992097,0.0
2M19144528+4109042,7.114802983550296,0.3257830486021403,33.09059943291697,4.005272382872196,52.35840569267695,2.9352295142281615,0.16990694515328178,0.0
2M19262685+4206574,8.351477538280925,0.38966843993717626,39.77500093405212,2.861382840748758,44.99960984256986,3.425316918633415,0.19754348577775271,0.0
2M19004979+4523036,7.663938103515434,0.3220943622067367,37.85135384955265,3.0799636165949074,48.02554624512943,2.9028957477619186,0.15420807523891805,0.0
2M19340476+4116386,6.595806914776392,0.4304903463984103,29.961352468242904,7.00702565068263,52.93755130697999,2.9472100702354544,0.12056324268422541,0.0
2M19492496+4118001,8.005808041984407,0.3722039976345394,39.319262227367105,3.272321778802855,45.741737853190585,3.0792431438464143,0.2094229571740958,0.0
2M19325217+4243145,7.565081451505806,0.4272776556352484,35.43496331512645,8.48965222059716,45.22225228759583,2.699441055020527,0.16133201451897008,0.0
2M19322220+4121198,6.837758218894138,0.3840982002396246,31.086138027615256,4.697244332836849,53.5841496910703,3.345020679824099,0.06559084951971345,0.0
2M19562938+4152003,7.892967241594491,0.45822246647086956,37.756453430183804,3.1041787553858367,47.07795670421149,3.612278143113565,0.09794325903994346,0.0
2M19202447+4815040,9.419271700980937,0.26142321245216976,44.479496990798125,3.6326287358767355,37.49411905458228,4.185950083040944,0.5271102222688163,0.0
2M19394766+4626191,8.09196263493471,0.3027673471273906,41.0230398937574,3.2737825568059953,44.3164823234277,2.8229845620559697,0.16898068189082613,0.0
Sun,7.843296003991286,0.30723527927696226,38.392289942060295,3.201739535704918,46.94863507321153,3.141588624764409,0.1652155409906055,0.0
2M19353074+4139423
