Star,Pressure,Temperature,mass,S,H,V,Cp,viscosity,SiO2,TiO2,Al2O3,Fe2O3,Cr2O3,FeO,MgO,CaO,Na2O
HD109098,10000.00,1328.00,21.883069,60.107805,-245750.543978,7.544766,33.033264,1.345,46.8044,1.53351,13.5374,1.76744,0,13.5477,10.965,10.2183,1.62636
HD205591,10000.00,1328.00,19.567215,53.674020,-218423.160676,6.756676,29.271699,1.454,47.9811,2.17045,12.1294,1.84088,0,13.648,9.8904,10.7411,1.5987
HD52449,10000.00,1328.00,22.898339,62.838580,-260774.358597,7.976963,34.503767,1.550,48.3782,1.54302,13.8059,1.64293,0,12.164,10.0912,10.9197,1.45514
HIP17346,10000.00,1328.00,26.188283,71.838392,-297814.341737,9.044586,39.821670,1.307,45.9843,1.29622,14.7889,1.66173,0,12.4984,11.2829,11.0641,1.42348
HD195200,10000.00,1328.00,23.587213,64.809116,-267704.410392,8.190891,35.629008,1.455,47.6377,1.466,13.8598,1.67811,0,12.5018,10.5788,10.656,1.62179
HD191285,10000.00,1328.00,21.827562,59.418273,-237251.216241,7.274182,33.116382,0.748,40.7107,1.58688,13.3216,2.16293,0,16.2576,12.0412,12.6447,1.27437
HD134664,10000.00,1328.00,21.050375,57.679551,-234700.722274,7.224949,31.674998,1.307,46.386,1.65337,13.092,1.85452,0,14.0827,10.6308,10.8103,1.49037
HD38382,10000.00,1328.00,21.908776,60.044485,-244741.848849,7.517321,33.049782,1.276,46.0432,1.4643,13.4514,1.83869,0,13.9966,10.8871,10.818,1.50078
HD20782,10000.00,1328.00,21.183985,57.956323,-235596.165015,7.234939,31.945506,1.218,45.4353,1.62202,13.3922,1.87258,0,14.4276,10.975,10.9526,1.3227
HD192117,10000.00,1328.00,20.899722,57.316303,-231607.425151,7.153223,31.435110,1.247,46.0321,1.62344,12.7159,1.9217,0,14.5597,10.8036,10.6732,1.67046
HD221638,10000.00,1328.00,16.235322,44.148359,-177871.817045,5.517923,24.157772,1.316,46.3156,2.02274,12.0608,2.00599,0,15.6716,9.61873,11.4865,0.818017
HD40503,10000.00,1328.00,18.696566,51.923501,-203205.392382,6.453466,27.880967,1.271,48.4819,1.57158,9.08966,2.1971,0,15.2947,10.7538,9.07245,3.53877
HD78964B,10000.00,1328.00,18.404589,50.354082,-201671.657316,6.266737,27.525372,1.233,45.9878,1.78041,11.9661,2.02556,0,15.5225,10.4146,10.789,1.51399
HD177409,10000.00,1328.00,20.931491,57.314355,-232932.048416,7.169144,31.499848,1.275,46.0465,1.68571,13.1013,1.87306,0,14.2609,10.681,10.915,1.43658
HD98356,10000.00,1328.00,19.673324,54.058946,-218226.981116,6.768921,29.497163,1.346,47.2159,1.63765,12.1923,1.91692,0,14.3461,10.4412,10.3581,1.89193
BD-160931,10000.00,1328.00,17.174708,47.118276,-193046.656063,6.000254,25.508627,1.728,50.7363,2.02576,11.3647,1.78263,0,12.9076,8.79436,10.832,1.55656
HD25587,10000.00,1328.00,23.864484,65.600217,-273746.495381,8.361541,35.971985,1.636,49.2006,1.84497,13.7088,1.56007,0,11.3321,9.94591,10.8487,1.55893
HD221343,10000.00,1328.00,25.976697,71.540537,-295535.547466,9.022256,39.425442,1.389,47.137,1.25594,14.2386,1.65536,0,12.3409,11.1995,10.3157,1.85704
HD154363,10000.00,1328.00,31.420763,85.063741,-352383.614364,10.546533,48.390809,0.564,37.8728,1.42139,14.8282,2.12459,0,12.1251,11.2606,18.8836,1.48354
HD41087,10000.00,1328.00,17.959961,49.107323,-195481.232565,6.090314,26.822038,1.178,45.5652,1.96409,11.5545,2.08854,0,16.0337,10.447,10.8325,1.51441
HD48115,10000.00,1328.00,21.181590,57.956075,-235979.041559,7.248184,31.917776,1.256,45.7593,1.60208,13.3896,1.86045,0,14.2448,10.7887,11.017,1.33794
HD144589,10000.00,1328.00,22.117990,61.012531,-253060.554248,7.793794,33.184674,1.734,50.6377,1.82826,12.6524,1.59777,0,11.3071,9.54124,10.3953,2.0403
HD52265,10000.00,1328.00,22.674517,62.297370,-256565.156448,7.867052,34.197667,1.456,47.7301,1.48906,13.6174,1.70637,0,12.7726,10.5106,10.5396,1.63424
HD134702,10000.00,1328.00,20.061048,54.922990,-223761.333273,6.898361,30.100452,1.374,46.9817,1.68506,12.9075,1.8518,0,14.0217,10.214,10.9347,1.40358
HD13060,10000.00,1328.00,21.095779,57.742240,-234679.510986,7.213639,31.793646,1.238,45.6633,1.57282,13.3144,1.87476,0,14.3775,10.8848,10.9238,1.38866
HD157338,10000.00,1328.00,21.503591,58.993551,-241134.177810,7.413524,32.382731,1.366,46.9324,1.58985,13.2586,1.80075,0,13.5483,10.5591,10.7331,1.57777
HD8912,10000.00,1328.00,18.573721,50.851248,-204432.908620,6.343128,27.801136,1.270,46.3035,1.73727,12.1523,1.98517,0,15.1283,10.3754,10.7687,1.54935
HIP16094,10000.00,1328.00,21.474540,58.858608,-240016.171852,7.382582,32.317208,1.330,46.5739,1.75278,13.1155,1.831,0,13.8073,10.5525,10.8633,1.50367
HD174153,10000.00,1328.00,21.914582,60.124635,-246286.683282,7.563667,33.017332,1.380,47.018,1.60335,13.371,1.77916,0,13.3428,10.5329,10.7868,1.5661
HIP102964,10000.00,1328.00,19.395970,53.103365,-218255.925141,6.729689,29.009643,1.563,48.644,1.61904,12.8357,1.77397,0,13.1589,9.46057,11.1539,1.35392
HD221146,10000.00,1328.00,21.613995,59.358734,-242410.798220,7.451995,32.598918,1.341,46.7868,1.45146,13.3477,1.80153,0,13.5649,10.7929,10.559,1.69573
HD125522,10000.00,1328.00,20.661214,56.664580,-230152.856230,7.094284,31.085410,1.300,46.4061,1.63735,12.94,1.87268,0,14.0866,10.6312,10.7909,1.63517
HD148303,10000.00,1328.00,20.138041,55.177227,-226011.271218,6.963358,30.191072,1.473,47.8849,1.7511,12.8885,1.79217,0,13.3902,9.90991,10.9487,1.43456
HD199868,10000.00,1328.00,20.989919,57.570864,-234181.407108,7.214944,31.585065,1.318,46.5681,1.58698,13.0259,1.85554,0,13.9783,10.6137,10.7514,1.62019
HD117359,10000.00,1328.00,19.266760,52.633516,-212252.060761,6.549540,28.948832,1.187,45.2413,1.63424,12.8733,1.95948,0,15.2905,10.8201,10.9315,1.24959
HD66740,10000.00,1328.00,20.317991,55.951058,-232042.452841,7.160273,30.385736,1.788,51.0951,1.7676,12.4043,1.61986,0,11.5075,9.1597,10.5888,1.85716
HD131664,10000.00,1328.00,22.066551,60.713157,-248207.791938,7.639004,33.255839,1.409,47.5604,1.57125,13.1849,1.76062,0,13.255,10.7167,10.117,1.83416
HD73583,10000.00,1328.00,20.184823,55.233150,-223026.711911,6.888887,30.294372,1.240,45.8126,1.94578,12.5443,1.94343,0,14.7645,10.5451,10.9967,1.44756
HD27471,10000.00,1328.00,22.137671,60.802876,-249830.688209,7.658351,33.407293,1.416,47.3661,1.57064,13.73,1.7103,0,13.1446,10.7828,10.154,1.54157
HD21749,10000.00,1328.00,28.420958,78.070458,-324317.507029,9.824907,43.351641,1.282,45.8023,1.35528,14.9834,1.62241,0,12.1638,11.6432,10.9134,1.51621
HD40307,10000.00,1328.00,21.645040,58.529375,-232787.248808,7.103589,32.958986,0.422,36.8487,1.66804,13.6872,2.42176,0,16.5852,11.847,15.6487,1.29339
HD134060,10000.00,1328.00,22.918285,62.877082,-257136.995297,7.880775,34.641661,1.287,46.1434,1.49935,13.6591,1.7925,0,13.5946,11.0412,10.7124,1.55746
HD5349,10000.00,1328.00,19.695942,54.142275,-220538.242779,6.798215,29.633278,1.422,47.6414,1.42919,13.5989,1.74338,0,14.1475,10.9135,8.92934,1.59687
