Star,Pressure,Temperature,mass,S,H,V,Cp,viscosity,SiO2,TiO2,Al2O3,Fe2O3,Cr2O3,FeO,MgO,CaO,Na2O
HD2638,10000.00,1328.00,19.567690,53.807620,-218537.345232,6.769989,29.326890,1.454,48.2013,1.58277,12.4375,1.83157,0,13.8485,10.2705,9.98517,1.84278
HD66168,10000.00,1328.00,22.108492,60.596198,-251823.247691,7.699575,33.271187,1.571,48.4782,1.76587,13.7002,1.63599,0,12.0982,9.8885,11.1289,1.3041
HD131565,10000.00,1328.00,19.921811,54.517799,-218822.494185,6.770727,29.922234,1.161,45.2069,1.78623,12.4258,1.99918,0,15.3622,10.8905,10.8271,1.50204
HD25357,10000.00,1328.00,19.477492,53.459559,-216489.112658,6.710827,29.142941,1.400,47.6017,2.00799,12.0149,1.89314,0,14.036,10.049,10.657,1.74031
HD31822,10000.00,1328.00,20.081675,54.946604,-222811.811594,6.869734,30.163341,1.278,46.0907,1.76839,12.8636,1.90102,0,14.4978,10.516,10.9767,1.38578
HIP103867,10000.00,1328.00,24.657562,66.315445,-262351.414150,8.097733,37.245858,0.475,38.0172,1.35874,10.3302,2.81277,0,16.3391,10.6331,19.2693,1.23964
HD156517,10000.00,1328.00,18.800092,51.660043,-211364.576696,6.552433,28.067066,1.623,49.7087,1.61382,12.1362,1.7808,0,13.1067,9.4643,10.4469,1.74272
HD134606,10000.00,1328.00,21.101757,58.140538,-236534.958029,7.298400,31.794710,1.394,47.6405,1.5261,13.0558,1.77374,0,13.6787,10.9908,9.38074,1.9536
HD90722,10000.00,1328.00,21.981514,60.572983,-247720.233454,7.626509,33.153154,1.439,47.9547,1.40347,13.3711,1.72489,0,13.2343,10.9122,9.47108,1.92835
HD36051,10000.00,1328.00,17.594499,48.160921,-191288.955084,5.976863,26.228401,1.210,46.0535,2.07708,11.1246,2.10391,0,16.0047,10.2922,10.6905,1.65348
HD21161,10000.00,1328.00,21.900328,60.235598,-248214.965781,7.621888,32.996195,1.517,48.3958,1.41363,13.5472,1.68255,0,12.6608,10.4135,10.1738,1.7127
HD23472,10000.00,1328.00,22.909758,62.764582,-257157.510755,7.862212,34.674920,1.254,45.6805,1.40883,13.9938,1.78776,0,13.6554,11.1457,10.9336,1.39452
HD110557,10000.00,1328.00,19.798491,54.166106,-218720.273221,6.750851,29.756229,1.218,45.6031,1.62704,12.8254,1.94213,0,14.9555,10.7684,10.8687,1.40964
HD100289,10000.00,1328.00,21.032258,57.775040,-234659.901239,7.235487,31.676251,1.316,46.7086,1.51218,12.9957,1.84663,0,14.0218,10.8486,10.3155,1.75091
HD119638,10000.00,1328.00,20.845617,57.195138,-233245.841776,7.185047,31.351030,1.369,47.0342,1.58439,13.038,1.827,0,13.7025,10.4541,10.7286,1.63119
HD108063,10000.00,1328.00,26.575641,74.236351,-306050.774673,9.453689,40.214950,1.694,51.0334,1.28314,13.3505,1.50721,0,10.8215,10.9053,7.60355,3.49548
HD52919,10000.00,1328.00,19.888398,54.373255,-221935.265651,6.832648,29.848657,1.370,46.7904,1.51163,13.1948,1.84942,0,14.0961,10.1669,11.136,1.25484
HD203384,10000.00,1328.00,21.187235,58.413434,-237573.329574,7.337637,31.908888,1.413,47.8872,1.48814,12.9604,1.77353,0,13.6207,10.9342,9.30028,2.03547
HD215152,10000.00,1328.00,20.692996,56.922729,-230179.777644,7.121477,31.138824,1.299,46.7324,1.41409,12.6064,1.90262,0,14.1241,10.777,10.4079,2.03539
HD217395,10000.00,1328.00,21.112150,57.863216,-235454.169780,7.248210,31.776612,1.304,46.3613,1.60242,13.1195,1.85681,0,14.0471,10.6382,10.8405,1.53422
HD16905,10000.00,1328.00,22.876309,63.056652,-259148.098007,7.975130,34.476762,1.505,48.4942,1.37147,13.226,1.70797,0,12.5129,10.4377,10.2,2.04968
HIP12147,10000.00,1328.00,20.032000,54.767692,-220149.341932,6.794790,30.137121,1.125,44.7384,1.79337,12.7046,1.98804,0,15.3891,11.0683,10.9425,1.37568
HD22897,10000.00,1328.00,20.405977,55.915311,-220198.254214,6.846166,30.755371,0.896,43.1449,1.81365,11.5794,2.17971,0,16.7857,12.0546,10.6172,1.82486
HD116410,10000.00,1328.00,22.371085,61.588644,-252456.544710,7.772813,33.693509,1.465,48.095,1.44614,13.1486,1.74269,0,12.8913,10.4698,10.2785,1.92791
HD24085,10000.00,1328.00,20.882955,57.342193,-232902.047129,7.188579,31.389051,1.343,46.9401,1.78879,12.6695,1.85652,0,13.8855,10.5394,10.5805,1.73976
HD93380,10000.00,1328.00,29.844038,80.930350,-331120.377968,9.977532,45.830915,0.556,38.0556,1.34113,14.4146,2.20482,0,13.3567,11.5875,17.4821,1.55757
HD111564,10000.00,1328.00,22.422660,61.539376,-251145.281529,7.708183,33.871829,1.285,46.2091,1.48278,13.5166,1.80797,0,13.7483,11.0535,10.574,1.60774
HD30523,10000.00,1328.00,20.948646,57.371983,-233946.078890,7.199660,31.494959,1.343,46.6567,1.65902,13.1264,1.83944,0,13.9374,10.4339,10.9214,1.4257
HD326267,10000.00,1328.00,21.920854,59.446339,-238532.841906,7.247393,33.475799,0.511,37.7397,1.63153,14.3514,2.25682,0,15.7748,12.0773,14.8454,1.32302
HD120344,10000.00,1328.00,21.473613,58.730471,-239283.882354,7.330378,32.443535,1.198,45.1584,1.56709,13.6897,1.85106,0,14.3205,11.1533,11.0026,1.25722
HD218340,10000.00,1328.00,21.334019,58.425863,-237769.989467,7.312181,32.134794,1.276,46.033,1.51192,13.2981,1.86263,0,14.1839,10.7365,10.9218,1.4521
HD190204,10000.00,1328.00,19.370725,52.952594,-213590.873648,6.603563,29.046473,1.240,45.7828,1.7064,12.6074,1.9643,0,15.0682,10.4779,11.0313,1.36177
HD116858,10000.00,1328.00,19.331466,52.899925,-214441.039140,6.625178,28.976860,1.327,46.6056,1.71921,12.6575,1.90668,0,14.4949,10.2593,10.9454,1.41142
HD128431,10000.00,1328.00,20.707361,56.761681,-230203.489599,7.094368,31.177759,1.263,46.0575,1.50117,13.051,1.88888,0,14.3707,10.8142,10.7376,1.57891
HD126829,10000.00,1328.00,21.448769,58.781523,-240595.533807,7.393448,32.266124,1.382,46.9707,1.74625,13.2238,1.79738,0,13.4717,10.3499,10.972,1.46818
HIP57688,10000.00,1328.00,19.716540,54.133686,-221563.875219,6.846829,29.488606,1.543,48.7692,2.15193,12.1995,1.78217,0,12.9647,9.60596,10.8526,1.67385
HIP96240,10000.00,1328.00,18.032076,49.342997,-199448.338630,6.191270,26.901239,1.399,47.4424,1.92092,11.9473,1.93924,0,14.5853,9.75078,10.9629,1.45121
HD82943,10000.00,1328.00,22.286280,61.316604,-251441.479355,7.732974,33.582807,1.449,47.8714,1.50116,13.2729,1.73712,0,12.9657,10.556,10.268,1.82772
HD36003,10000.00,1328.00,28.340409,77.745232,-325293.780088,9.804539,43.301910,1.323,45.9201,1.46762,15.7867,1.52238,0,11.944,11.8131,10.3925,1.15359
HD3808,10000.00,1328.00,21.609156,59.137914,-241435.058347,7.400877,32.616116,1.255,45.7045,1.52295,13.6564,1.83129,0,14.0402,10.9178,11.0037,1.32321
HD66040,10000.00,1328.00,20.472974,56.441262,-229245.468211,7.091094,30.785537,1.435,48.1253,1.54704,12.8302,1.77805,0,13.764,10.8203,9.11435,2.02078
HD88474,10000.00,1328.00,21.369287,58.517873,-242076.814647,7.419194,32.095045,1.544,48.2927,1.89636,13.3569,1.68784,0,12.5727,9.82697,11.1231,1.24345
HD65982,10000.00,1328.00,24.368229,66.888926,-276565.785477,8.431323,36.928358,1.379,46.8094,1.39267,14.3836,1.66492,0,12.6986,11.0433,10.5584,1.4491
HD11608,10000.00,1328.00,23.511451,64.788663,-270249.901940,8.250657,35.526023,1.663,49.4967,1.41358,14.6494,1.49183,0,11.7097,10.5677,9.04939,1.62184
HD36179,10000.00,1328.00,18.164399,49.702265,-197444.121570,6.155123,27.146417,1.152,45.4037,1.95575,11.4695,2.1025,0,16.128,10.6153,10.7193,1.60605
CD-571633,10000.00,1328.00,25.966076,70.983330,-309759.814073,9.166265,39.928001,1.667,48.1596,1.02513,18.0029,1.12601,0,8.61649,11.1299,11.516,0.424023
HD45184,10000.00,1328.00,21.368902,58.542924,-237789.719833,7.311997,32.218525,1.237,45.7278,1.59568,13.2416,1.87252,0,14.3114,10.9619,10.805,1.48412
HD2014,10000.00,1328.00,22.604922,62.004715,-255276.252521,7.812164,34.141507,1.390,46.9799,1.3972,13.917,1.7251,0,13.0715,10.7141,10.7325,1.46275
HD14868,10000.00,1328.00,21.843012,59.868545,-244133.209724,7.501423,32.922731,1.297,46.2443,1.59542,13.3309,1.83327,0,13.8824,10.7501,10.8563,1.50727
HD66340,10000.00,1328.00,20.911872,57.369256,-232872.550543,7.175683,31.500088,1.281,46.2808,1.47325,13.0815,1.86881,0,14.2309,10.8698,10.5588,1.63617
HD16548,10000.00,1328.00,22.578338,61.793426,-252737.830076,7.728914,34.150215,1.230,45.4258,1.55267,13.8922,1.80674,0,13.913,11.1561,10.9711,1.28249
HD114561,10000.00,1328.00,21.853026,59.916880,-244629.954468,7.515878,32.929107,1.325,46.5148,1.67666,13.2887,1.81363,0,13.7144,10.6922,10.7848,1.51469
HD55693,10000.00,1328.00,34.004395,93.988751,-403387.112274,12.018342,52.512870,1.586,48.337,1.05574,17.766,1.14339,0,9.31194,12.6401,8.32101,1.42488
HD129829,10000.00,1328.00,23.762087,65.919912,-266595.643377,8.282489,35.807404,1.398,48.3846,1.64494,11.7951,1.83694,0,12.825,10.872,9.61628,3.02519
HD323631,10000.00,1328.00,19.156479,52.401479,-210349.080268,6.517747,28.719080,1.200,45.5718,1.71752,12.331,2.00466,0,15.4028,10.6369,10.8642,1.47108
HD112540,10000.00,1328.00,21.188611,58.073356,-237178.723039,7.296236,31.862799,1.366,46.8912,1.75567,13.0964,1.81712,0,13.6567,10.3934,10.8981,1.4914
HD186302,10000.00,1328.00,20.632092,56.547419,-230453.963035,7.096993,31.018659,1.353,46.8262,1.6494,13.0477,1.83589,0,13.911,10.4727,10.7613,1.4959
HD215902,10000.00,1328.00,17.499388,47.856828,-191088.101864,5.954462,26.101537,1.246,46.1964,1.95279,11.5384,2.05983,0,15.7291,10.1742,10.842,1.50723
HD215456,10000.00,1328.00,20.822606,57.028869,-231807.088674,7.126347,31.388270,1.245,45.7643,1.58649,13.2812,1.86889,0,14.284,10.9029,10.8622,1.44998
HD1979,10000.00,1328.00,20.988396,57.381955,-233090.973307,7.162374,31.615790,1.220,45.4099,1.69912,13.2907,1.8871,0,14.525,10.8419,11.0742,1.27208
HD207129,10000.00,1328.00,21.363512,58.497485,-238123.731792,7.315889,32.199962,1.259,45.8536,1.6471,13.3216,1.85498,0,14.1629,10.8362,10.914,1.40973
HD161612,10000.00,1328.00,21.069504,57.770058,-234991.465479,7.225296,31.770487,1.276,46.1382,1.55354,13.3374,1.83699,0,14.1852,10.9989,10.4456,1.50408
HD2025,10000.00,1328.00,19.730274,53.993941,-217860.715283,6.729036,29.632057,1.222,45.6738,1.81791,12.6236,1.9489,0,14.8876,10.6766,10.9165,1.45501
HD216215,10000.00,1328.00,21.328769,58.369984,-238096.482847,7.309607,32.145430,1.279,45.9571,1.52667,13.4918,1.84228,0,14.0873,10.7443,11.0078,1.34277
HD114853,10000.00,1328.00,21.080340,57.618141,-234262.750618,7.180715,31.840556,1.167,44.8678,1.54573,13.6374,1.87915,0,14.5781,11.1829,11.0852,1.22384
HD205294,10000.00,1328.00,19.802169,54.350066,-222111.856584,6.858717,29.670063,1.486,48.1916,1.79427,12.5752,1.80358,0,13.3247,9.89412,10.7645,1.65205
HD204941,10000.00,1328.00,19.349811,53.022721,-214444.511939,6.625672,29.060391,1.291,46.4133,1.60472,12.771,1.89953,0,14.6988,10.6899,10.4137,1.50899
HD208487,10000.00,1328.00,21.890500,60.002569,-245424.474034,7.531686,33.008929,1.328,46.4873,1.54885,13.5021,1.79974,0,13.645,10.7173,10.8293,1.47047
HD213042,10000.00,1328.00,28.576069,78.950304,-327261.132798,9.918777,43.791820,1.271,46.0473,1.0749,15.3827,1.56319,0,12.0012,12.4695,9.40558,2.05562
HD172643,10000.00,1328.00,19.265081,52.789333,-213692.434883,6.615570,28.847611,1.355,47.0271,1.81493,12.3342,1.9105,0,14.3842,10.1719,10.789,1.5681
BD-112763,10000.00,1328.00,19.461524,53.065133,-213328.465465,6.578693,29.263983,1.102,44.3518,1.56988,12.9791,2.00328,0,15.8331,11.0412,11.1294,1.0924
HD207832,10000.00,1328.00,20.478363,56.180646,-228460.978869,7.049556,30.760551,1.362,47.0526,1.70925,12.7694,1.84991,0,13.9381,10.4344,10.6242,1.62226
HD36379,10000.00,1328.00,20.773811,56.975040,-232277.401352,7.147488,31.276386,1.334,46.67,1.58814,13.1654,1.82978,0,13.8141,10.6231,10.7342,1.57538
HD25105,10000.00,1328.00,18.973930,51.908389,-207967.441511,6.448144,28.453108,1.175,45.3787,1.64075,12.2969,2.02481,0,15.5769,10.7346,10.8367,1.51051
HD125595,10000.00,1328.00,25.548229,70.196737,-289607.528057,8.821658,38.849791,1.285,46.0122,1.0692,14.5595,1.70097,0,12.7993,11.4694,10.7384,1.6511
HIP113596,10000.00,1328.00,25.888816,71.222353,-295873.478021,9.011440,39.300887,1.432,47.3353,1.11514,14.5742,1.61797,0,11.9656,10.9645,10.6941,1.73319
HD125612,10000.00,1328.00,22.023481,60.395324,-247575.905502,7.597817,33.189630,1.380,46.9823,1.57977,13.485,1.76933,0,13.3931,10.5839,10.7254,1.48112
HD202605,10000.00,1328.00,21.539973,59.291449,-241036.558310,7.449068,32.395549,1.387,47.5199,1.52871,12.6545,1.83753,0,13.5427,10.5342,10.3495,2.03306
HIP7743,10000.00,1328.00,22.699604,62.464318,-256589.916785,7.884055,34.222611,1.450,47.8302,1.56163,13.2953,1.72883,0,12.6898,10.4745,10.5403,1.87938
HD93385,10000.00,1328.00,21.839157,59.938954,-245450.764062,7.538557,32.918414,1.377,47.031,1.52289,13.417,1.77644,0,13.3834,10.6274,10.6505,1.59132
HD186061,10000.00,1328.00,20.235837,55.623584,-227060.455469,7.020745,30.326060,1.497,48.454,1.70027,12.4658,1.80244,0,13.2708,9.96826,10.5178,1.82058
HD28821,10000.00,1328.00,22.264090,60.880829,-249309.169137,7.610001,33.712349,1.204,45.1017,1.54814,14.1041,1.79829,0,13.9497,11.282,11.0498,1.16627
HD221974,10000.00,1328.00,22.577110,62.305796,-257344.916394,7.917700,33.972730,1.636,49.7668,1.68755,13.1276,1.61316,0,11.9479,10.2207,9.62667,2.00973
HD224047,10000.00,1328.00,19.184507,52.571024,-212302.351633,6.577950,28.736906,1.322,46.7541,1.64398,12.359,1.93904,0,14.6381,10.2811,10.7687,1.61606
HD16280,10000.00,1328.00,21.075982,57.664160,-234156.893668,7.194530,31.787928,1.203,45.3027,1.47655,13.4175,1.89122,0,14.5321,10.9958,11.0133,1.37081
HD193844,10000.00,1328.00,20.265864,55.392524,-223627.278853,6.888642,30.505843,1.159,44.9487,1.71223,12.9929,1.94968,0,15.0804,10.9755,11.0299,1.31064
HD73256,10000.00,1328.00,20.243751,55.561770,-226303.050811,6.979335,30.420491,1.390,47.3204,1.61443,12.945,1.81833,0,13.8618,10.4974,10.3333,1.60935
HD132569,10000.00,1328.00,19.575441,53.525065,-215476.233187,6.661209,29.375564,1.201,45.4738,1.85235,12.5149,1.97421,0,15.1904,10.6761,10.9383,1.37998
HD309701,10000.00,1328.00,20.126672,55.054745,-220725.973387,6.822194,30.275486,1.107,44.6558,1.7553,12.5494,2.01324,0,15.5429,11.1301,10.8866,1.46664
HD66838,10000.00,1328.00,18.129300,49.185774,-191029.616395,5.882764,27.548479,0.304,35.8218,1.64572,14.1209,2.42719,0,19.0923,12.7884,12.5289,1.57487
HD193193,10000.00,1328.00,22.231752,61.017769,-249916.059749,7.666845,33.552935,1.348,46.7327,1.53588,13.5344,1.7741,0,13.3716,10.7814,10.6802,1.58981
HD198075,10000.00,1328.00,21.856939,59.830425,-242486.978811,7.449869,32.994654,1.167,45.0276,1.6374,13.3004,1.89919,0,14.6116,11.209,10.9015,1.41336
HD157172,10000.00,1328.00,20.196628,55.455207,-225135.297101,6.946494,30.374350,1.339,46.9161,1.67867,12.8881,1.83924,0,14.1244,10.7487,10.144,1.66079
HD105938,10000.00,1328.00,23.292952,63.777726,-264293.475802,8.052824,35.214855,1.416,46.9682,1.58735,14.3377,1.66022,0,12.7342,10.6782,10.8779,1.1562
HD162236,10000.00,1328.00,18.644870,51.128613,-207017.740569,6.422836,27.871729,1.417,47.72,1.65934,12.1565,1.90681,0,14.2889,9.94786,10.6636,1.65693
HD215906,10000.00,1328.00,17.256839,47.279267,-189680.911076,5.919356,25.675967,1.386,47.658,2.13077,11.1623,2.00492,0,14.9485,9.68071,10.7582,1.65667
HD157347,10000.00,1328.00,21.971579,60.204066,-246260.229365,7.550262,33.159525,1.306,46.2528,1.52712,13.6354,1.79663,0,13.7385,10.8617,10.7776,1.41034
HD139710,10000.00,1328.00,19.139880,52.434575,-212303.857325,6.573577,28.657566,1.360,47.0604,1.6506,12.4283,1.91357,0,14.4472,10.1461,10.8007,1.55317
HD145377,10000.00,1328.00,21.474334,58.831444,-241041.914892,7.402110,32.315019,1.384,46.9541,1.67334,13.3505,1.78903,0,13.4712,10.3722,10.9759,1.41381
HD13578,10000.00,1328.00,22.105974,60.615983,-248614.145494,7.612523,33.398472,1.329,46.4535,1.48709,13.8153,1.7605,0,13.4532,10.9186,10.6666,1.44526
HD92719,10000.00,1328.00,20.659221,56.550253,-229322.543610,7.060302,31.099828,1.237,45.7127,1.65265,13.0854,1.8963,0,14.5203,10.8122,10.9012,1.41922
HD28471,10000.00,1328.00,21.758621,59.627333,-243621.324213,7.470398,32.852882,1.285,46.0786,1.48684,13.6399,1.8076,0,13.8454,10.9624,10.7453,1.43392
HD18719,10000.00,1328.00,18.196364,49.840107,-201185.517799,6.248134,27.179722,1.378,47.3267,1.63138,12.0883,1.94868,0,14.7031,9.94741,10.7798,1.57464
HD8859,10000.00,1328.00,21.427460,58.701577,-239462.817667,7.353953,32.304390,1.293,46.1704,1.54315,13.4328,1.82923,0,13.964,10.8039,10.8229,1.43362
HD18083,10000.00,1328.00,23.563977,64.557927,-265754.920613,8.117779,35.621220,1.334,46.3398,1.63259,13.9728,1.73669,0,13.1378,10.8066,11.0279,1.34568
HD125271,10000.00,1328.00,24.990923,68.383035,-279283.341405,8.506246,38.008396,1.082,44.0186,1.48171,14.2691,1.82248,0,14.1439,11.9589,11.0486,1.25657
HD145927,10000.00,1328.00,22.217004,60.973136,-248711.675573,7.637146,33.547472,1.287,46.2367,1.49497,13.4496,1.8151,0,13.7744,11.0074,10.6042,1.61767
HD191033,10000.00,1328.00,19.416142,53.225444,-212426.482100,6.600196,29.118878,1.156,45.4296,1.902,11.84,2.04524,0,15.543,10.8839,10.6056,1.7507
BD-094191,10000.00,1328.00,22.001150,60.285303,-246409.441392,7.564461,33.159527,1.318,46.3508,1.59814,13.4425,1.81683,0,13.6809,10.6229,11.01,1.47792
HD89147,10000.00,1328.00,20.781402,56.906500,-229979.376483,7.089207,31.293717,1.198,45.4408,1.59627,12.964,1.92773,0,14.7922,10.9799,10.8051,1.494
HD138914,10000.00,1328.00,24.251772,66.372128,-274987.784836,8.348248,36.847239,1.303,45.8632,1.12939,15.0803,1.66239,0,13.1097,11.4012,10.6769,1.077
HD21251,10000.00,1328.00,34.736010,95.450904,-415196.796630,12.355768,53.269236,1.854,50.0221,0.752642,18.4122,1.06888,0,8.88848,11.2152,8.89624,0.744291
HD97998,10000.00,1328.00,22.059653,60.488603,-246330.125558,7.555094,33.349458,1.219,45.5338,1.60203,13.4981,1.83908,0,13.9928,11.2122,10.7782,1.54385
BD-082823,10000.00,1328.00,21.287754,58.524286,-241141.862235,7.425106,31.965496,1.574,48.9252,1.43887,13.1002,1.7133,0,12.5002,9.83509,10.7082,1.77894
HD117938,10000.00,1328.00,20.380427,56.033123,-227196.720334,7.038478,30.561928,1.398,47.6217,1.63449,12.3216,1.8789,0,13.8235,10.2253,10.5391,1.95543
HD3569,10000.00,1328.00,19.116045,52.384363,-212119.889202,6.562287,28.645119,1.346,46.9409,1.81632,12.4181,1.90091,0,14.3888,10.2859,10.7011,1.54802
BD-130116,10000.00,1328.00,35.886707,98.700441,-417915.976823,12.491773,55.300602,1.282,45.4373,1.24643,16.4815,1.41495,0,10.3147,12.191,11.4194,1.49464
HD30669,10000.00,1328.00,23.090928,63.242654,-258898.378971,7.911889,34.954809,1.241,45.5601,1.56731,14.0177,1.77711,0,13.831,11.3042,10.6459,1.29662
HD115902,10000.00,1328.00,21.938485,60.115517,-244315.926610,7.498287,33.158213,1.195,45.3185,1.48782,13.4988,1.86307,0,14.3182,11.2821,10.7482,1.48326
HD84627B,10000.00,1328.00,20.910175,57.349922,-232472.286295,7.170534,31.451274,1.280,46.2662,1.78679,12.7654,1.88839,0,14.2079,10.6802,10.7576,1.64755
HD126681,10000.00,1328.00,15.473946,41.791522,-159503.807867,5.078253,22.739586,0.902,43.2132,1.82538,9.43003,2.50026,0,21.111,10.1067,11.1532,0.660264
HD208704,10000.00,1328.00,21.550190,59.021235,-241030.334403,7.397201,32.495248,1.295,46.1346,1.5325,13.5154,1.82384,0,13.8913,10.767,10.9285,1.40692
HD44219,10000.00,1328.00,21.998888,60.213297,-245692.989053,7.525853,33.243752,1.227,45.4693,1.51731,13.7388,1.8283,0,14.1245,11.1357,10.8734,1.3127
HD82516,10000.00,1328.00,19.583903,53.844700,-217958.301039,6.753301,29.361387,1.400,47.727,1.8276,12.327,1.85068,0,14.1474,10.4879,9.81705,1.81534
HD105671,10000.00,1328.00,24.299988,66.532462,-275858.855413,8.395221,36.805004,1.374,46.5283,1.31723,14.584,1.67474,0,12.7044,10.7968,11.1759,1.21867
HD168863,10000.00,1328.00,22.244671,61.268946,-252248.835515,7.765386,33.456870,1.562,48.9861,1.56304,13.056,1.68838,0,12.3903,10.1583,10.2398,1.918
HD214867,10000.00,1328.00,21.673553,59.124516,-243581.683586,7.439324,32.649793,1.347,46.1778,1.80274,13.9326,1.76427,0,13.5202,10.3456,11.5489,0.907797
HD85119,10000.00,1328.00,18.585836,50.824332,-204681.029556,6.342862,27.815987,1.273,46.2001,1.74855,12.3085,1.97613,0,15.1298,10.3019,10.9274,1.40758
HD150437,10000.00,1328.00,23.049923,63.547959,-260001.152323,7.995634,34.818776,1.406,47.6322,1.43752,13.4058,1.72841,0,13.0481,11.0171,9.70737,2.02349
HD136894,10000.00,1328.00,19.809307,54.121818,-218665.199672,6.736579,29.803515,1.179,45.117,1.59717,13.066,1.94293,0,15.1272,10.9093,10.9913,1.24914
HD144846,10000.00,1328.00,19.665979,53.942519,-216530.984778,6.718300,29.494841,1.237,46.1323,1.76074,12.1011,1.98527,0,15.0282,10.6822,10.5536,1.75661
HD16536,10000.00,1328.00,21.344237,58.452337,-236583.708241,7.283138,32.173550,1.193,45.3551,1.60564,13.1014,1.91159,0,14.6591,11.0557,10.8281,1.4833
HD93351,10000.00,1328.00,21.057571,57.569833,-235110.135237,7.203092,31.773467,1.254,45.6357,1.55251,13.7326,1.82616,0,14.1875,10.927,10.9604,1.17816
Sun,10000.00,1328.00,20.479309,56.128225,-228744.998689,7.052773,30.804671,1.364,46.9445,0.79138,13.4687,1.85591,0,14.1894,10.4999,10.6831,1.56714
HD120491,10000.00,1328.00,23.833776,65.067025,-255281.459488,7.859395,36.385609,0.357,36.6611,1.59335,12.9977,2.54879,0,16.303,12.2548,14.9296,2.71174
HIP32812,10000.00,1328.00,32.016318,88.417222,-377643.820814,11.709860,47.358969,2.662,60.0668,1.36625,10.6727,1.20659,0,8.73184,7.77245,8.81211,1.3712
HD8038,10000.00,1328.00,20.200098,55.427582,-224745.161186,6.949305,30.304290,1.356,47.0746,1.76957,12.4848,1.88234,0,14.1004,10.3472,10.6482,1.69295
HD20619,10000.00,1328.00,21.027084,57.566698,-233400.507983,7.179452,31.696359,1.208,45.4359,1.60702,13.2003,1.89632,0,14.551,10.9995,10.8768,1.43314
HD18386,10000.00,1328.00,18.965221,52.328124,-211726.155942,6.605657,28.312970,1.550,49.6244,1.59586,11.4136,1.86386,0,13.5376,9.82714,9.80958,2.32796
HD216008,10000.00,1328.00,21.989211,60.329571,-246656.058824,7.571232,33.183841,1.325,46.5262,1.45175,13.5271,1.79659,0,13.6105,10.8382,10.6785,1.57113
HIP39470,10000.00,1328.00,18.494750,50.515669,-201543.743880,6.261126,27.676366,1.144,45.071,1.78766,12.0119,2.07445,0,16.0717,10.6234,10.9759,1.38401
HD101339,10000.00,1328.00,20.395935,55.896238,-227026.821353,6.999595,30.661880,1.310,46.4801,1.62932,12.929,1.87365,0,14.21,10.5698,10.7717,1.5364
HD18001,10000.00,1328.00,21.327325,58.362316,-237849.505819,7.301645,32.147827,1.260,45.7889,1.62944,13.4321,1.84963,0,14.1431,10.7983,11.0193,1.33927
HD70889,10000.00,1328.00,21.071516,57.696318,-234540.182007,7.216657,31.724727,1.271,46.0081,1.57581,13.2009,1.87093,0,14.2968,10.7405,10.8787,1.42822
HD197921,10000.00,1328.00,22.899430,62.718802,-256927.643376,7.843918,34.698859,1.232,45.4587,1.50075,14.2131,1.76248,0,13.8597,11.4515,10.4918,1.26201
HD151504,10000.00,1328.00,21.716112,59.539073,-242347.678660,7.421937,32.889667,1.194,45.3362,1.49349,13.8639,1.8049,0,14.36,11.6956,10.0595,1.38631
HD15612,10000.00,1328.00,18.973886,51.959392,-209805.824702,6.500073,28.407261,1.320,46.6985,1.71755,12.3295,1.9423,0,14.7154,10.238,10.8218,1.53685
HD222335,10000.00,1328.00,19.651310,53.779177,-216565.433209,6.690393,29.539572,1.186,45.3717,1.66831,12.6828,1.96657,0,15.1376,10.8846,10.8209,1.46755
HD224393,10000.00,1328.00,20.413772,55.851113,-225534.837232,6.945553,30.757001,1.157,44.9877,1.71555,12.9982,1.93962,0,14.9409,11.0856,10.928,1.40444
HD196397,10000.00,1328.00,20.482296,56.392586,-228920.852545,7.088608,30.753905,1.424,47.9806,1.50788,12.5011,1.83387,0,13.7365,10.4774,9.95345,2.00914
HD201496,10000.00,1328.00,19.121361,52.508574,-210556.823868,6.549541,28.624570,1.283,46.734,1.86267,11.7218,1.98942,0,14.8897,10.4678,10.4363,1.89838
HD222582,10000.00,1328.00,21.598083,59.233098,-241640.111995,7.415491,32.616311,1.275,46.0708,1.50957,13.5264,1.81603,0,13.8742,11.0394,10.6351,1.52854
HD203432,10000.00,1328.00,20.354276,56.081367,-227559.119331,7.045122,30.576790,1.425,48.0429,1.61407,12.564,1.81077,0,13.7691,10.6458,9.52808,2.02535
HD207583,10000.00,1328.00,19.313421,52.887371,-213326.866294,6.606618,28.942124,1.286,46.3723,1.67434,12.4059,1.95335,0,14.8391,10.3895,10.8198,1.5457
HD210329,10000.00,1328.00,19.774969,54.128961,-218415.233179,6.753639,29.661043,1.256,46.0283,1.88987,12.4514,1.94624,0,14.811,10.5111,10.8837,1.47841
HIP109149,10000.00,1328.00,15.584544,42.603919,-168463.088254,5.297377,23.072382,1.290,47.0226,2.34566,10.1789,2.1585,0,16.3478,9.60758,10.7776,1.56138
HD154387,10000.00,1328.00,26.500816,72.678312,-297734.600560,9.062664,40.327496,1.131,44.5386,1.74926,14.1792,1.77308,0,13.464,11.8682,10.9565,1.47117
HIP38324,10000.00,1328.00,30.389249,83.464359,-349441.215056,10.542945,46.442759,1.327,46.0403,1.31433,15.4736,1.54429,0,11.4918,11.5826,11.119,1.43395
