Star,Pressure,Temperature,Mass,SiO2,TiO2,Al2O3,Cr2O3,FeO,MgO,CaO,Na2O,SUM
HD13808,10000.0,1328.0,19.708019,47.91996746178744,1.5915101333346136,13.258383633707425,0.0,17.166052776818887,7.209355140819829,11.190230765519956,1.6645000880118448,99.99999999999999
HD181428,10000.0,1328.0,23.120795,49.711642193262456,1.623378208616024,13.505639388753576,0.0,15.097632112111361,7.225898766572178,10.600556912644286,2.2352524180401114,99.99999999999999
HD121504,10000.0,1328.0,21.765667,48.81675720458144,1.682586580404645,13.93141317318278,0.0,15.662066609329583,7.050668780695695,11.313420411475942,1.5430872403299116,100.0
HD30278,10000.0,1328.0,20.215549,47.39284981164381,1.708598453408356,13.85037206233402,0.0,16.987339536564853,7.311426611934959,11.441299094172683,1.3081144299413179,99.99999999999999
HD203413,10000.0,1328.0,19.134353,49.53979084461912,1.6495060011737335,13.062677199951885,0.0,16.288060522594037,6.623123654945734,11.30028463400942,1.536557142706057,99.99999999999997
HD106275,10000.0,1328.0,20.237342,49.15313873436794,1.9294226078240915,13.251122963723382,0.0,16.226345257769214,7.055932614781405,10.724309826748277,1.6597279947856667,100.0
HD221356,10000.0,1328.0,20.965614000000002,46.579479517252615,1.8746633113406768,13.916788340524647,0.0,17.22705527432515,7.529667672383386,11.593359255142373,1.2789866290311394,99.99999999999999
HD208672,10000.0,1328.0,21.311889,48.14986276907899,1.8174697717435608,13.69228994027063,0.0,16.3350504069955,7.1424221130737156,11.373943164218819,1.488961834618791,100.0
CD-4512460,10000.0,1328.0,17.079693,47.38989471345555,2.6933962573571093,12.576766346984067,0.0,17.703984960343288,6.719237103454387,11.934116140704232,0.9826044777013767,100.0
HD21977,10000.0,1328.0,22.909841,49.75077860286772,1.4821623629458283,14.244313184165037,0.0,14.845982310056622,7.081916203594632,10.883779508832395,1.7110678275377693,100.00000000000001
HD20492,10000.0,1328.0,18.247835000000002,47.00123189464717,1.6290470375841697,12.562934209174145,0.0,18.635346387595046,7.354593465976901,11.146956253757155,1.6698907512654169,100.0
HD211369,10000.0,1328.0,18.931279,48.01022508108979,1.8867755493811287,12.18228933358043,0.0,17.944216168613853,7.099247099219129,11.010510960806236,1.8667358073094307,100.0
HD96116,10000.0,1328.0,20.188047,48.20661752805582,1.7653899825980737,13.381068211697247,0.0,16.7497066665852,7.022486240404466,11.385789962321484,1.4889414083376884,99.99999999999999
HD214094,10000.0,1328.0,22.453757,48.6463864174326,1.6659831188727718,14.127083768594689,0.0,15.531861245381137,7.160843970676018,11.310120611164587,1.557720867878184,100.0
HD160836,10000.0,1328.0,20.075456,46.84046075145574,2.0132170656853234,13.12525554294082,0.0,17.86831876935201,7.255006619670034,11.561159899352633,1.336581351543433,99.99999999999999
HD218379,10000.0,1328.0,22.463504,49.26879238481112,1.476353078526388,14.029349683104108,0.0,15.382113664308985,7.301229668341967,10.653908569314641,1.8882529515927802,99.99999999999997
HD224230,10000.0,1328.0,22.618433,47.46725469120619,1.8532711836587688,13.208178791083064,0.0,16.845418115097935,7.6753637304907,10.915720810767263,2.0347926776960716,100.00000000000001
HD13789,10000.0,1328.0,18.749805,48.95788170395474,1.5243801120829152,12.936353801020154,0.0,16.967508834468198,6.736906569065868,11.288206827519474,1.5887621518886623,100.0
HD19423,10000.0,1328.0,21.962484,47.081180985722135,1.63997687386335,14.400893687653927,0.0,16.568866765887943,7.553725708210071,11.473473934251563,1.2818820444110197,100.0
HD750,10000.0,1328.0,17.479359,48.12472764053309,1.8150201404542432,12.167250209630124,0.0,18.278084374014565,6.815682668456784,11.259677770434555,1.5395571964766623,100.00000000000003
HD101367,10000.0,1328.0,22.565317999999998,50.27899294379744,1.6849477328596996,13.802679403446867,0.0,15.114280796949304,7.398813491440991,9.466930963364252,2.2533546681414616,100.0
HD149724,10000.0,1328.0,22.329004,49.91376999233998,1.4528165253552983,14.134874765065538,0.0,15.482323395086583,7.610029410045427,9.085281590844238,2.320904321262935,99.99999999999999
HD91267,10000.0,1328.0,20.430049,47.573275188232124,1.622593448641907,13.449329649821198,0.0,17.40962238416837,7.533284143681531,10.765786040932253,1.6461091445226148,100.0
HD57568,10000.0,1328.0,24.175635999999997,43.106795686576284,2.524617437980765,13.776876937615537,0.0,17.86664810511627,8.241499802490452,12.87554579171557,1.6080162385051289,100.0
HD18822,10000.0,1328.0,17.963407999999998,47.87428376862216,1.8531816395613667,12.214291196091894,0.0,18.272289720902577,6.94494450647209,11.226729299225891,1.6142798691240225,100.0
HD106589,10000.0,1328.0,23.105664,47.80780806258631,1.4342989025517485,15.020778898683956,0.0,15.510465413725871,7.50202250888037,11.446712280217284,1.2779139333544691,100.0
HD109723,10000.0,1328.0,19.623707,46.42404435403974,1.8214566063196145,12.966465609523636,0.0,18.564973737662676,7.387244008997464,11.475423719266752,1.3603919641901134,100.0
HD15337,10000.0,1328.0,20.71998,48.42368912227931,1.7476807720139038,13.191789192418952,0.0,16.6352575633155,7.282117221975836,10.865701766580624,1.8537643614158823,100.00000000000001
HD14452,10000.0,1328.0,30.473073,38.527652371429,1.9882952812875503,14.783850800039172,0.0,16.738380734967258,7.906499716393413,18.336730988839943,1.7185901070436629,100.00000000000001
HD16141,10000.0,1328.0,22.061573000000003,47.29580562208704,1.6355910222122545,14.195010756806914,0.0,16.650946897684285,7.514458114836844,11.335647166189421,1.372540420183245,100.0
HD203897,10000.0,1328.0,18.695121,47.53132572007967,1.8779126592139674,12.670397099543724,0.0,17.97773246594376,7.142663417859202,11.243589977483277,1.5563786598764022,100.0
HD106116,10000.0,1328.0,21.694426999999997,48.546202930733116,1.6238530696156335,13.860828118952911,0.0,16.140193769786617,7.392359725994821,10.708626192840178,1.72793619207673,100.0
HD204287,10000.0,1328.0,21.700622,46.946348870762236,1.5771767227192965,14.432891227997455,0.0,16.68414123741516,7.626040250253742,11.437432763941406,1.2959689269107173,100.0
HD23030,10000.0,1328.0,20.857444,49.784703542509526,1.7892464313972247,13.045027156212196,0.0,15.842224261122453,7.125880672192906,10.326046691531053,2.0868712450346476,100.0
HD38772,10000.0,1328.0,21.628551,47.54091437348999,1.6981258316653636,14.053426402325165,0.0,16.404978348913986,7.388801312599898,11.43331549099088,1.4804382400147016,99.99999999999999
HIP9398,10000.0,1328.0,31.457268,39.76269752330735,1.7093659110465078,15.557874520389511,0.0,15.761887787461571,8.021485555957577,17.480848399829497,1.705840302007983,100.00000000000001
HD139879,10000.0,1328.0,18.510575,40.554620146509265,1.7132008307805096,15.30276466970426,0.0,19.73065969928563,8.670487275994681,12.292727204265798,1.73554017345987,100.00000000000001
HD165131,10000.0,1328.0,22.470385,49.095912827422374,1.5277412749196462,13.91924925621045,0.0,15.489962406485013,7.213789505264311,10.929040197967815,1.824304531730379,100.0
HD212918,10000.0,1328.0,21.013123999999998,47.030980036252465,1.8377876057517715,14.101394478679415,0.0,16.949444958590153,7.336863413006102,11.648475094711662,1.095054413008439,100.0
HD68978A,10000.0,1328.0,21.909741,49.150706558915864,1.618625834433554,13.983836141343565,0.0,15.404142718118804,7.019912249846011,11.230782380067303,1.5919941172748964,99.99999999999999
HD119629,10000.0,1328.0,20.344344,51.11097786986713,1.9684753085351403,13.506541726214186,0.0,14.259002340480428,6.280726001513205,11.578382751551958,1.2958940018379808,100.00000000000003
HD212580,10000.0,1328.0,18.349022,47.369027560839505,1.6568196569832647,12.728308763171919,0.0,18.297129278267427,7.1181047531522985,11.3272629897802,1.5033469978053846,99.99999999999999
HD8985,10000.0,1328.0,23.264017000000003,48.40236383391688,2.342861007910529,14.36496359242459,0.0,15.571385907577737,7.592539083875001,10.241185989367322,1.4847005849279415,99.99999999999999
HD73121,10000.0,1328.0,23.596806,48.711100486946584,1.5169330115160193,14.724801130604925,0.0,15.086458543539027,7.391084356563077,11.037347216283518,1.5322752545468599,100.0
HD211188,10000.0,1328.0,19.82321,48.22626408425009,1.6469185594884341,12.983081325956448,0.0,17.151210901299503,7.106399744285877,11.130258910158798,1.7558664745608434,100.0
HD8535,10000.0,1328.0,22.683936,48.663657102816856,1.552282506441642,14.286278159351445,0.0,15.468368245274966,7.2675228516808685,11.166525838005652,1.5953652964285743,100.0
HD127124,10000.0,1328.0,18.468068,49.503498022775254,1.7364875226277887,12.642962527951838,0.0,16.642501685092295,6.6540967152948385,11.138048212802817,1.6824053134551684,100.0
HD83529,10000.0,1328.0,22.015698999999998,46.756583365626255,1.655248224311652,14.595513343198153,0.0,16.553729500363758,7.578191329806064,11.686719846902532,1.1740143897916033,100.00000000000001
HD96423,10000.0,1328.0,21.931632,48.01307188618961,1.5206052817143942,14.186587968152875,0.0,16.141006736305435,7.450827520440486,11.1047322785978,1.5831683285993936,100.0
HD90081,10000.0,1328.0,18.830101000000003,47.039210174997656,1.8106298129392475,12.73686792047006,0.0,18.267040980123856,7.314177940691445,11.255376258594437,1.5766969121832841,99.99999999999999
HD213628,10000.0,1328.0,20.772735,48.87875698966222,1.6312010647433235,13.3469384175294,0.0,16.33692855567128,7.195865341176703,10.769773821397626,1.8405358098194546,100.0
HD199933,10000.0,1328.0,17.371268,47.43419450540705,1.7322517034730849,12.378454964266378,0.0,18.758938362960137,6.8608970390511805,11.50921502926989,1.3260483955722744,100.0
HD85725,10000.0,1328.0,21.906059,50.72162929529965,1.507261931360495,14.054869061435756,0.0,14.46605106708686,6.869795220388405,10.639398163097132,1.7409952613317032,100.00000000000001
HD145666,10000.0,1328.0,20.786824,48.16123864618358,1.7320999307860012,13.498525116269306,0.0,16.610636123742122,7.115748625002297,11.326165597075754,1.5555859609409437,100.0
HD138799,10000.0,1328.0,18.999222,48.71585911937122,1.9178517431356412,12.469748462500704,0.0,17.15538689800701,6.893485309256713,11.086069411855734,1.7615990558729824,100.0
HD137303,10000.0,1328.0,22.797985999999998,47.18074922726069,1.5929355292657017,14.26614887476384,0.0,16.451235430326143,7.619446487265627,11.36670500581991,1.522779445298094,100.00000000000001
HD29428,10000.0,1328.0,31.274305,49.2066429628938,1.1015741716900596,18.282911617820403,0.0,12.13166656849322,8.026325275563117,10.197934222613252,1.0529451809261368,100.0
BD-223528,10000.0,1328.0,22.804782,48.60770351986855,1.493355966079822,14.326152140141973,0.0,15.424990034981711,7.240065657473449,11.284427750435924,1.6233049310185734,100.0
HD16270,10000.0,1328.0,20.791087,50.60472291345629,1.5989313266157843,13.266976942530187,0.0,15.0262349218662,6.6502074878981645,10.967422980070035,1.8855034275633313,100.00000000000001
HD37990,10000.0,1328.0,21.221667999999998,50.373237676581304,1.6787478708751111,13.334513879871428,0.0,14.995573093844927,6.71307642156881,11.016023418610486,1.888827638647924,100.0
HD202209,10000.0,1328.0,22.228752,46.744902038339916,1.6555329511956869,14.13805864804854,0.0,17.021305087102625,7.703293061023943,11.340707181780546,1.396201032508744,100.0
HD72374,10000.0,1328.0,21.005981,48.19104202791354,1.5346303718945002,14.001664685494974,0.0,16.25777261830497,7.27857396732229,11.206957417242831,1.5293589118268958,99.99999999999999
HD114613,10000.0,1328.0,21.523418,49.34335258501241,1.5519378513059203,13.614904084507717,0.0,15.73480852639553,7.220593368279691,10.592760297000991,1.941643287497732,99.99999999999999
HD90702,10000.0,1328.0,21.975626000000002,48.63049753500222,1.6960448466964484,13.579334455508436,0.0,16.009741944874545,7.194671559627808,11.08877103156577,1.8009386267247736,100.0
HD104067,10000.0,1328.0,19.459498,47.989434293666065,1.6061527996129157,13.059513375302693,0.0,17.307268210512678,7.174746362664316,11.14592170497152,1.716963253269827,100.00000000000003
HD191847,10000.0,1328.0,18.817685,47.8360526698707,1.6650232862140153,12.810042543236353,0.0,17.813358150136306,7.193261494610001,11.03565215315271,1.646609702779914,100.0
HD67,10000.0,1328.0,20.772778,48.28686365272702,1.7369855583434544,13.258624981067129,0.0,16.714286827528266,7.164879143560271,11.12699918601937,1.711360650754491,100.0
HD69655,10000.0,1328.0,22.064726,49.004363895645504,1.599900358180021,13.939752684936357,0.0,15.499667047062799,7.100943245316695,11.169869769282128,1.6855029995764887,100.0
HD16417,10000.0,1328.0,22.099897,47.73094981490907,1.5525792678180594,14.277889926356782,0.0,16.327475309586735,7.589848357617243,10.979540726390317,1.5417165973217926,99.99999999999999
