2M18455585+4712289_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.18751,3.19726,3.20486,3.21239,3.21984,3.22721,3.2345099999999998,3.24175,3.24891,3.25602,3.26306,3.2700400000000003,3.277,3.28439,3.29158,3.29863,3.3055800000000004,3.31242,3.3191699999999997,3.32585,3.3324599999999998,3.33901,3.3454900000000003,3.35192,3.35829,3.3646199999999995,3.3709,3.37713,3.38332,3.3894599999999997,3.3955699999999998,3.4016300000000004,3.40766,3.41365,3.41961,3.42553,3.43603,3.44185,3.4476400000000003,3.4534,3.45914,3.46484,3.4705199999999996,3.4761800000000003,3.48181,3.4874199999999997,3.49301,3.4985800000000005,3.50414,3.50969,3.5152300000000003,3.5207699999999997,3.52633,3.5883599999999998,3.6948800000000004,3.6998800000000003,3.70497,3.7101599999999997,3.71553,3.72117,3.7272300000000005,3.7339800000000003,3.7419800000000003,3.75251,3.7665,3.77181,3.77631,3.7806699999999998,3.78539,3.79081,3.7960800000000003,3.80576,3.8279400000000003,3.8542400000000003,3.88525,3.8942099999999997,3.90279,3.9098300000000004,3.91592,3.92142,3.92651
2M18472048+4409213_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.17275,3.18192,3.1906,3.1991400000000003,3.20755,3.21584,3.224,3.23205,3.23999,3.24781,3.2555400000000003,3.26317,3.2707,3.27815,3.28551,3.2936099999999997,3.3016300000000003,3.30944,3.31702,3.32444,3.3317,3.3388400000000003,3.34585,3.35276,3.3595699999999997,3.3662900000000002,3.37293,3.3795,3.38599,3.3924199999999995,3.39879,3.4051,3.4113599999999997,3.41756,3.42372,3.4298300000000004,3.4492800000000003,3.46158,3.4674099999999997,3.4732,3.47896,3.4847,3.49041,3.4961,3.50178,3.5074400000000003,3.5130800000000004,3.5187199999999996,3.52437,3.5300199999999995,3.53569,3.54141,3.5471800000000004,3.5936199999999996,3.64899,3.65467,3.66057,3.66678,3.6734400000000003,3.68077,3.6891,3.69904,3.7116,3.7247199999999996,3.7365800000000005,3.78102,3.81857,3.82535,3.83183,3.83805,3.8440300000000005,3.8498,3.8640800000000004,3.8871300000000004,3.91446,3.93002,3.9362800000000004,3.94222,3.9508699999999997,3.95896,3.96601
2M19370743+4217274_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.17856,3.18708,3.1954599999999997,3.20371,3.21184,3.21985,3.22775,3.23555,3.24325,3.25086,3.25838,3.2658099999999997,3.27316,3.2804300000000004,3.2876199999999995,3.2947300000000004,3.3017800000000004,3.3087699999999995,3.31625,3.3235,3.33061,3.3376099999999997,3.3445099999999996,3.35131,3.35802,3.36465,3.37121,3.3777,3.3841300000000003,3.3904900000000002,3.3968,3.40305,3.4092599999999997,3.41541,3.4215199999999997,3.4275800000000003,3.44765,3.45353,3.45937,3.46518,3.47095,3.4767,3.48241,3.4881,3.49376,3.4994,3.5050199999999996,3.51062,3.51621,3.52179,3.52737,3.5329599999999997,3.5385699999999995,3.59416,3.6532199999999997,3.6585400000000003,3.6639699999999995,3.6695599999999997,3.6754,3.6816199999999997,3.68845,3.6963,3.7059900000000003,3.71929,3.74011,3.7883,3.7957400000000003,3.80305,3.81034,3.8171199999999996,3.82329,3.8292699999999997,3.84859,3.8769400000000003,3.9120699999999995,3.92921,3.94147,3.95116,3.95915,3.966,3.97209
2M19441136+4244348_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.1659200000000003,3.17502,3.18467,3.19346,3.20211,3.21061,3.2189799999999997,3.22722,3.2353400000000003,3.2433400000000003,3.25124,3.25903,3.2667200000000003,3.27431,3.2818099999999997,3.2900099999999997,3.2983800000000003,3.3064400000000003,3.31426,3.32188,3.32933,3.3366300000000004,3.3437900000000003,3.35083,3.35776,3.36459,3.37132,3.3779800000000004,3.38455,3.39106,3.3974900000000003,3.4038699999999995,3.4101800000000004,3.41644,3.4226400000000003,3.4288,3.4505199999999996,3.46519,3.4710099999999997,3.4768,3.48256,3.4883,3.49401,3.49971,3.5053900000000002,3.51105,3.51671,3.52236,3.5280199999999997,3.53369,3.5394,3.54515,3.5509699999999995,3.58815,3.6341699999999997,3.64004,3.64618,3.65268,3.65971,3.66751,3.67645,3.68718,3.69847,3.70885,3.7208300000000003,3.7703599999999997,3.8303,3.8372699999999997,3.8439099999999997,3.8502699999999996,3.85638,3.8622699999999996,3.87088,3.8927699999999996,3.9186400000000003,3.9401,3.94654,3.95264,3.9584599999999996,3.96475,3.97249
2M19293325+4213597_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.1829,3.19123,3.19943,3.20752,3.21549,3.22335,3.2311099999999997,3.2387799999999998,3.2463599999999997,3.25385,3.26125,3.26858,3.27583,3.283,3.2901,3.29788,3.30542,3.31279,3.32,3.32709,3.33406,3.34093,3.3477099999999997,3.3544099999999997,3.3610300000000004,3.3675699999999997,3.37406,3.3804800000000004,3.3868400000000003,3.39315,3.3994,3.40561,3.4117699999999997,3.4178800000000003,3.4239599999999997,3.42999,3.4479,3.45376,3.45959,3.46538,3.47115,3.47689,3.4826099999999998,3.4883,3.4939699999999996,3.4996199999999997,3.50525,3.5108699999999997,3.51649,3.52211,3.5277300000000005,3.5333699999999997,3.53905,3.5975,3.6697900000000003,3.6751699999999996,3.6806900000000002,3.6864199999999996,3.6924699999999997,3.699,3.70626,3.71472,3.7252699999999996,3.7397,3.7617199999999995,3.78767,3.7945599999999997,3.80115,3.8074800000000004,3.8135800000000004,3.8194800000000004,3.8263800000000003,3.84805,3.87353,3.9011,3.9138599999999997,3.92564,3.93506,3.94291,3.9496900000000004,3.95575
2M19174175+4643342_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.19002,3.19956,3.20775,3.21515,3.22248,3.22974,3.23694,3.24408,3.25116,3.2581700000000002,3.26514,3.27219,3.27956,3.2867300000000004,3.29376,3.3006800000000003,3.3075,3.31425,3.32091,3.3275099999999997,3.33405,3.34053,3.3469599999999997,3.35334,3.3596699999999995,3.36595,3.3722,3.37839,3.38455,3.3906699999999996,3.39675,3.40279,3.4088,3.41477,3.4207099999999997,3.4266199999999998,3.4350400000000003,3.44086,3.44666,3.45243,3.4581699999999995,3.46388,3.4695699999999996,3.4752300000000003,3.48087,3.4864800000000002,3.49208,3.4976599999999998,3.50322,3.5087800000000002,3.51433,3.5198699999999996,3.5254300000000005,3.59206,3.7005199999999996,3.70549,3.71054,3.7157,3.7210199999999998,3.7266,3.7325800000000005,3.7392300000000005,3.7470800000000004,3.7558199999999995,3.7608699999999997,3.76595,3.77109,3.77631,3.7816199999999998,3.7870699999999995,3.79271,3.8041,3.82634,3.8539800000000004,3.88251,3.8931699999999996,3.90142,3.90825,3.91422,3.9196400000000002,3.9246800000000004
2M19253372+4210501_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.16574,3.17545,3.18496,3.19373,3.20235,3.21083,3.21919,3.22742,3.23555,3.24358,3.25149,3.25929,3.2669799999999998,3.2753799999999997,3.2844800000000003,3.29316,3.3015199999999996,3.30959,3.31742,3.32504,3.33249,3.3397900000000003,3.34695,3.3539800000000004,3.3609699999999996,3.3677300000000003,3.37446,3.38111,3.3876800000000005,3.39419,3.4006199999999995,3.40699,3.41331,3.4195699999999998,3.4257800000000005,3.43195,3.45471,3.4686199999999996,3.47445,3.48025,3.48604,3.49179,3.4975400000000003,3.50326,3.50898,3.5146900000000003,3.5204,3.5261199999999997,3.53186,3.5376300000000005,3.54345,3.54934,3.55533,3.587,3.6373699999999998,3.6435699999999995,3.6501,3.65712,3.6648099999999997,3.6734,3.6813,3.68989,3.69939,3.71009,3.72244,3.77535,3.8293,3.8363099999999997,3.8430199999999997,3.8494300000000004,3.8556,3.86154,3.86964,3.89171,3.91776,3.93853,3.94505,3.9512300000000002,3.9571199999999997,3.96276,3.9681699999999998
2M19562938+4152003_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.18308,3.19155,3.1996700000000002,3.20768,3.21558,3.22338,3.23109,3.2387,3.24622,3.25366,3.2610200000000003,3.2683,3.2755099999999997,3.2826400000000002,3.28976,3.29751,3.30499,3.3123,3.31947,3.32651,3.33344,3.34027,3.3470199999999997,3.35368,3.36027,3.3668,3.37325,3.37965,3.38599,3.3922800000000004,3.3985199999999995,3.4047099999999997,3.41085,3.41695,3.4230099999999997,3.4290300000000005,3.44582,3.45168,3.4575099999999996,3.4633,3.46907,3.4748099999999997,3.4805300000000003,3.48622,3.49189,3.4975300000000002,3.50317,3.5087900000000003,3.5144,3.5200099999999996,3.5256199999999995,3.53126,3.53692,3.5943699999999996,3.6705900000000002,3.6759199999999996,3.6814,3.68707,3.6930400000000003,3.69945,3.7065599999999996,3.7148199999999996,3.72506,3.7390800000000004,3.76061,3.7831,3.7896400000000003,3.79624,3.8025800000000003,3.8087,3.81461,3.82135,3.8432800000000005,3.8691199999999997,3.89702,3.9119,3.92349,3.93281,3.94061,3.94737,3.9534300000000004
2M19342073+4255440_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.15385,3.16362,3.1741,3.18344,3.19259,3.20159,3.21042,3.2191,3.22764,3.23605,3.2443400000000002,3.25252,3.26058,3.26852,3.2763400000000003,3.28576,3.2948199999999996,3.3035,3.31187,3.31998,3.32786,3.3355300000000003,3.34303,3.3503800000000004,3.3575800000000005,3.3646599999999998,3.3716199999999996,3.37848,3.38525,3.39192,3.3985199999999995,3.40504,3.41149,3.4178699999999997,3.4242,3.4304699999999997,3.4560199999999996,3.47683,3.4826699999999997,3.4884800000000005,3.4942599999999997,3.50003,3.5057699999999996,3.5115,3.51721,3.52293,3.52864,3.53436,3.54011,3.54589,3.5517199999999995,3.55763,3.56366,3.58474,3.6042099999999997,3.6107199999999997,3.61763,3.6251,3.63334,3.64267,3.65323,3.6625900000000002,3.67294,3.68457,3.69791,3.7648800000000002,3.8548699999999996,3.8624099999999997,3.86962,3.8765099999999997,3.88312,3.8894599999999997,3.8955800000000003,3.90945,3.93319,3.95994,3.9671199999999995,3.9738900000000004,3.9803,3.98641,3.9922400000000002
2M19294013+4125007_BSP_1400_HeFESTo_Input_File.txtHeFESTo_Output_File.txt,3.18032,3.19168,3.19975,3.2077,3.21555,3.2233,3.23095,3.2385200000000003,3.246,3.2534,3.26072,3.26797,3.27514,3.28283,3.29063,3.2982099999999996,3.3056,3.3128300000000004,3.3199199999999998,3.3269,3.3337800000000004,3.34056,3.34726,3.35388,3.3604300000000005,3.36692,3.37335,3.37972,3.3860300000000003,3.39229,3.39851,3.4046800000000004,3.4108,3.41689,3.4229300000000005,3.4289400000000003,3.4451300000000002,3.4509800000000004,3.4568,3.46259,3.46835,3.4740900000000003,3.4798,3.48549,3.49116,3.4968199999999996,3.5024599999999997,3.50809,3.5137099999999997,3.51934,3.5249800000000002,3.53065,3.53635,3.5912,3.6755699999999996,3.68096,3.6865099999999997,3.6922900000000003,3.69841,3.7050199999999998,3.71242,3.72105,3.73181,3.74645,3.7676199999999995,3.78137,3.78809,3.7945300000000004,3.8007199999999997,3.8066800000000005,3.81245,3.8188699999999995,3.84058,3.8662300000000003,3.89552,3.9025,3.9140900000000003,3.92349,3.93139,3.9382699999999997,3.94443
