1,sio2,tio2,al2o3,fe2o3,cr2o3,cr2o3,feo,mgo,cao,na2o
,57.4525,0.753019,13.5751,2.0504700000000002,0.0,17.676,0.408001,4.93231,3.15262
2,sio2,tio2,al2o3,fe2o3,cr2o3,feo,mgo,cao,na2o
,0.5604014519249999,0.0073450753392299995,0.132413833167,0.0200006329599,0.0,0.17241470891999996,0.00397971111417,0.0481105902327,0.030751191425400004
3,sio2,tio2,al2o3,fe2o3,feo,mgo,cao,na2o
,0.009327044062429783,9.196863881838102e-05,0.0012986828491439299,0.00012524897430535987,0.0,0.002399848406547519,9.874233609989084e-05,0.0008579380179521016,0.0004961590136160121
4,si,ti,al,fe,cr,fe,mg,ca,na,sum
,0.009327044062429783,9.196863881838102e-05,0.0025973656982878597,0.00025049794861071973,0.0,0.002399848406547519,9.874233609989084e-05,0.0009923180272320242,0.0009923180272320242,0.01661572313597828
5,total_mol_fe,total_wt_fe,total_wt_feo
,0.002650346355158239,0.14800859220381185,0.1904114835399885
6,sio2,tio2,al2o3,feo,cr2o3,mgo,cao,na2o,sum
,0.5757075959117207,0.007545690059890311,0.13603042835840393,0.19561215811671717,0.0,0.004088408247501467,0.04942462612403881,0.03159109318172768,1.0000000000000002
7,mgo_fix,norm_wt_mgo_fx,norm_sum_mgofix
,0.6460221418050193,0.0026412022526242033,0.998552794005123
8,sio2,tio2,al2o3,feo,cr2o3,mgo,cao,na2o,sum
,57.65419709083175,0.7556626054417308,13.622757772555595,19.589565948950078,0.0,0.26450301561227746,4.949625740447855,3.1636878261607078,100.0
1,sio2,tio2,al2o3,fe2o3,cr2o3,cr2o3,feo,mgo,cao,na2o
,56.3766,0.818767,14.7122,1.9802,0.0,17.4811,0.484229,5.5372,2.60963
2,sio2,tio2,al2o3,fe2o3,cr2o3,feo,mgo,cao,na2o
,1.18094319084,0.017151039855800004,0.30818233828,0.04148004148000001,0.0,0.36618359414000007,0.010143338554600001,0.11598994328000002,0.05466496346200001
3,sio2,tio2,al2o3,fe2o3,feo,mgo,cao,na2o
,0.019655033259380696,0.00021475038947974713,0.0030225778346627753,0.0002597584116427762,0.0,0.00509692659289572,0.0002516707660430727,0.0020684049303636076,0.0008819988134917756
4,si,ti,al,fe,cr,fe,mg,ca,na,sum
,0.019655033259380696,0.00021475038947974713,0.006045155669325551,0.0005195168232855524,0.0,0.00509692659289572,0.0002516707660430727,0.0017639976269835512,0.0017639976269835512,0.0356154560577575
5,total_mol_fe,total_wt_fe,total_wt_feo
,0.005616443416181272,0.3136502825766431,0.4035077607921273
6,sio2,tio2,al2o3,feo,cr2o3,mgo,cao,na2o,sum
