Star,Pressure,Temperature,Mass,SiO2,TiO2,Al2O3,Cr2O3,FeO,MgO,CaO,Na2O,SUM
2M19443187+4858386,10000.0,1128.0,0.975417,57.65419709083175,0.7556626054417308,13.622757772555595,0.0,19.589565948950078,0.26450301561227746,4.949625740447855,3.1636878261607078,100.0
2M19254039+3840204,10000.0,1128.0,2.0947400000000003,56.58589770007797,0.8218066662799768,14.766818930958713,0.0,19.334417650632233,0.3139840074417234,5.55775681301944,2.619318231589959,100.0
2M19342205+4105425,10000.0,1128.0,0.566006,54.76167964209776,0.09570034029043227,10.257459179248038,0.0,19.934064116876158,1.190487393324909,1.4518400593813268,12.308769268781386,100.00000000000003
2M19284485+4143373,10000.0,1128.0,4.509347,55.95273376704428,1.8892926071042375,15.221118007662081,0.0,18.344834667937544,0.473441776793796,5.693371745000571,2.4252074284574836,100.0
2M19352029+4237298,10000.0,1128.0,0.5500970000000001,53.328019888931635,0.29741972756948254,11.812902602726371,0.0,18.36010395745717,1.566283249379737,1.4241584714123772,13.21111210252324,100.00000000000003
2M19144528+4109042,10000.0,1128.0,4.7709209999999995,55.23121317008162,2.488319917480677,15.133967123656362,0.0,18.38393275032441,0.5219791625597212,5.863987747323816,2.3766001285733886,99.99999999999999
2M19364610+3937084,10000.0,1128.0,3.243313,52.074497421733724,2.0086578884923503,14.749653923650536,0.0,22.94792023242164,0.3106808015355205,5.241241599775081,2.6673481323911528,100.00000000000001
2M19294013+4125007,10000.0,1128.0,2.109866,57.389116683827545,1.1464852139032113,14.556254001313427,0.0,18.37135227709316,0.37092086935310636,5.439138453892439,2.726732500617101,100.0
2M19052120+4844387,10000.0,1128.0,1.6616509999999998,57.099446925951945,0.9198153163217754,14.115729690164644,0.0,19.188464299284473,0.3010796724319645,5.545031506156606,2.830432589688605,100.00000000000001
2M18561467+4530246,10000.0,1128.0,1.587473,57.345580940185194,0.8611687953843409,14.094039144913417,0.0,19.243340219615924,0.2979225248471348,5.231258338271822,2.926690036782179,100.00000000000001
2M19340476+4116386,10000.0,1128.0,8.257335000000001,63.0899541136902,0.9259937064834869,16.83608461745191,0.0,10.30209614682159,0.8522415897603448,5.7976686432115,2.1959611825809735,99.99999999999997
2M19325217+4243145,10000.0,1128.0,9.917233999999999,64.47412392017378,1.123084780968278,17.52789938088202,0.0,8.019710873076981,1.079037711125109,5.660248223462145,2.115895110311679,100.00000000000001
2M19370743+4217274,10000.0,1128.0,0.019716,55.70104283309758,0.2930704454835235,9.90282267930212,0.0,19.02305893183215,1.1883191961377906,1.425850984890453,12.465834929256381,100.00000000000003
2M19441136+4244348,10000.0,1128.0,3.599469,54.83503785608551,1.0957090652879347,14.991710587134897,0.0,20.64189567660836,0.3044563188614315,5.62138709249697,2.509803403524884,99.99999999999999
2M19274845+4304289,10000.0,1128.0,1.255221,50.86020108353032,0.22142162411654212,14.134129841822096,0.0,17.84755102298404,1.9566232378109571,1.4784925673340898,13.501580622401955,100.0
2M19322220+4121198,10000.0,1128.0,5.135433,59.06226313605766,0.8981765818594966,15.678628188412544,0.0,15.734048584216476,0.503925189425404,5.757408265878118,2.3655500541503143,100.00000000000001
2M19071403+4918590,10000.0,1128.0,2.039375,57.240885992875015,0.9494711380068178,14.631695179701982,0.0,18.8402213892041,0.3408764925467875,5.239564269612792,2.7572855380525256,100.00000000000001
2M19162065+4133465,10000.0,1128.0,3.848876,53.48546904279097,1.67798337322334,14.779633860978564,0.0,21.31347366629246,0.3242691129788383,5.966004709345995,2.4531662343898395,100.00000000000001
2M18473976+4246318,10000.0,1128.0,2.116432,50.540614124234686,0.2042208275480622,14.468320537623233,0.0,17.774649417368092,2.0101480678293657,1.4885875807993985,13.513459444597157,100.0
2M19384178+4204321,10000.0,1128.0,2.8665380000000003,56.99943996568606,1.1303730038108917,14.676788059658957,0.0,18.51210664517373,0.36572746301888304,5.703006032096236,2.6125588305552263,100.0
2M19383520+4153027,10000.0,1128.0,1.968636,61.272199554511474,1.1230598266586334,15.036506494108224,0.0,16.304278235733964,0.5063382270841691,1.8564587740095562,3.901158887893985,100.0
2M19004559+4601406,10000.0,1128.0,2.168231,56.94342514665362,0.8867578691765055,14.435142717186523,0.0,19.190520228085774,0.3121239132732497,5.488391456095538,2.743638669528804,100.00000000000003
2M19322256+4253471,10000.0,1128.0,1.006613,57.66836698208478,0.8936192243836034,13.644616717743999,0.0,19.223682494079835,0.2853439320522571,5.19750142666408,3.0868692229914565,100.0
2M19134816+4014431,10000.0,1128.0,1.312252,50.18890803119754,0.21033437805627594,14.892742689562224,0.0,17.570081216218377,2.085227399017037,1.4993163717097069,13.553389914238833,100.0
