Star,FeO,Na2O,MgO,Al2O3,SiO2,CaO,TiO2,Cr2O3
2M19481670+4031304,6.315560123862153,0.013846748795772641,45.12922834020795,0.5245656588799436,46.40176200145601,1.603666082237965,0.011371044560214644,0.0
2M19040872+4936522,5.369340596446363,0.011821836065465195,37.974039821689146,0.8606781416578595,54.84370973196435,0.9325196370101511,0.007890235166665163,0.0
2M18590868+4825236
2M19441136+4244348,5.6724129716704885,0.008603500276608195,41.14342983708211,0.9753647799846048,51.178377308414944,1.0144126818796424,0.007398920691582494,0.0
2M19220642+3808347,5.786942687240597,0.0076334182229292466,42.14518736009756,0.8582741532308588,50.2442266311492,0.939771039914778,0.01796471014406107,0.0
2M19342609+4211516
2M19283191+4132511
2M19313914+4103393
2M19312961+4257580,5.680386018806469,0.009521957614222415,41.73433734011768,1.1075074597020511,50.6076171726322,0.8446768043863344,0.0159532467410454,0.0
2M19491018+4958538
2M19342205+4105425,6.450769341127146,0.0005804129463112928,51.55244418167166,0.013574432412230384,41.45022223809857,0.5316691887639313,0.0007402049801587873,0.0
2M19342073+4255440,5.092164736106745,0.012111478915374573,37.44838171834572,1.4550566373505673,54.91315012263396,1.059305647117442,0.01982965953018313,0.0
2M19253263+4159249,6.085989957963718,0.007485123273758192,45.276751816392114,0.7093603929017115,47.0903217227733,0.8187925462145569,0.011298440480853305,0.0
2M19052120+4844387,5.927961328837494,0.008081305427902025,43.6252039772465,0.7421857809406889,48.83316513688032,0.8513156520357806,0.012086818631322193,0.0
2M18561431+4431052
2M19284485+4143373,6.001117054586002,0.00682774818390956,45.13033083310775,1.009208551348079,47.12723369913821,0.7055214892793686,0.019760624356685335,0.0
2M19353364+4231408
2M19284107+4054587,6.474320284435113,0.013014066664284847,46.48044475629494,4.179055023762039,42.12694235508056,0.7108009523259542,0.01542256143709065,0.0
2M19284793+4202459
2M19405434+5033323,6.227603549945187,0.009627932533520145,50.798196282419795,0.14237333523165557,41.72602717920147,1.0773326116771236,0.018839108991259366,0.0
2M19505021+4804508,6.210658527744983,0.011070895425087691,45.737068943699434,0.6733854309260207,46.37659717298007,0.9701229448945217,0.021096084329888375,0.0
2M19174175+4643342,6.549348958149387,0.01085353782946744,48.71335406213534,0.3645097415414909,43.12213581111288,1.2260233498557256,0.013774539375717654,0.0
2M19343286+4249298,6.546745870941484,0.014839736985989768,47.40051441106125,0.5105478422244982,43.980175746455984,1.5300320392212956,0.017144353109485918,0.0
2M19364610+3937084,6.200971099247246,0.007886998029700602,45.845204650742176,0.722344473542482,46.38517249647982,0.8276039192287451,0.010816362729856479,0.0
2M19240775+4902249,5.737944147183665,0.0003365398102230719,52.33941489708085,0.002938776904006552,41.59733334460377,0.3219645228926894,6.777152481300989e-05,0.0
2M19063321+3929164,6.0276312458727235,0.011276525271917118,44.0271669932381,0.7024715533547373,48.258527726067385,0.9565002138443005,0.016425742350826555,0.0
2M19144528+4109042,5.4430799489856625,0.008223176629141887,39.400365829077785,1.0665896878418302,52.98446843823509,1.0753347099338617,0.02193820929661556,0.0
2M19262685+4206574,6.441087950676475,0.018838336121316267,46.85720065622696,0.4639264430341167,44.542612332815914,1.660204473868498,0.01612980725671751,0.0
2M19004979+4523036,6.077019495313365,0.010586132933269309,44.02425071404222,0.6838823528218069,48.07884247903432,1.1098129367608744,0.01560588909414914,0.0
2M19340476+4116386,5.161868987123643,0.0100497358904772,38.12398886369432,2.1013239571925904,53.69114323214201,0.8824453326251123,0.02917989133185684,0.0
2M19492496+4118001,6.330419027956504,0.011396721295790974,46.65115685253958,0.5489703097009556,45.3814919947199,1.0593490741241696,0.01721601966310509,0.0
2M19325217+4243145,6.678321229873403,0.01024331412523064,46.85902384786071,3.507106028503303,42.23827383692816,0.6767807170934245,0.03025102561575389,0.0
2M19322220+4121198,5.252740782647529,0.009657857165450942,37.917138129859495,1.2417911943547961,54.37211963132268,1.1969574591702385,0.009594945479816678,0.0
2M19562938+4152003,6.198157656553986,0.022697134594789344,44.658423630588615,0.5983540973214375,46.62658889592645,1.886077223712389,0.00970136130233319,0.0
2M19202447+4815040,6.830154284853368,0.02907461414118716,53.781600363176494,0.5581637702093882,37.890898397121944,0.8735187875506062,0.03658978294700223,0.0
2M19394766+4626191,6.379146474376006,0.0069746570825033405,48.50266715763774,0.43746822915150124,43.87871484307091,0.7827773359701519,0.012251302711172574,0.0
Sun,6.219575222959021,0.011510852240818818,44.99075821226966,0.6550459760058298,46.89489048504576,1.2119453623885181,0.016273889090383378,0.0
2M19353074+4139423
2M19542140+4045024
2M19331737+4252028,6.168859498624756,0.020011055769658264,46.35084587866113,0.4151774555200592,45.88126289635728,1.152695315050358,0.011147900016740838,0.0
2M19394922+4408593
2M19415676+5100486,6.228472258279339,0.026411972361779276,45.21756083918709,0.7253283047137452,46.014113234059465,1.7667697402784166,0.02134365112018889,0.0
2M19004386+4349519
2M19010446+4833360,6.1641578449838965,0.01679940572480142,43.98868081393211,0.5463173302439651,47.492175873012535,1.773263151171763,0.018605580930920594,0.0
2M19004559+4601406,5.768991592547836,0.011265115517450396,41.602670025741375,0.8265561906175105,50.662117840053455,1.1184983662521404,0.009900869270230869,0.0
2M19370743+4217274,5.96158405497372,0.032799712983151916,42.61885511817381,0.5057101429482724,48.289050116677494,2.5766688580144472,0.015331996229121968,0.0
2M19285614+4134307,5.709040545486273,0.01250028484987971,42.179618717058545,1.0111694384682588,50.198596253753635,0.8753952070865819,0.013679553296822874,0.0
